Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Sales_per_person
85,4,2013-01-24,6768,971,1,1,0,0,6.970133883
85,3,2013-01-23,7495,946,1,1,0,0,7.922832981
85,2,2013-01-22,6767,896,1,1,0,0,7.552455357
85,1,2013-01-21,8065,1044,1,1,0,0,7.725095785
85,7,2013-01-20,11390,1536,1,0,0,0,7.415364583
85,6,2013-01-19,5440,789,1,0,0,0,6.894803549
85,5,2013-01-18,5579,812,1,0,0,0,6.870689655
85,4,2013-01-17,4973,802,1,0,0,0,6.20074813
85,3,2013-01-16,5025,808,1,0,0,0,6.219059406
85,2,2013-01-15,5580,812,1,0,0,0,6.871921182
85,1,2013-01-14,5616,842,1,0,0,0,6.669833729
85,7,2013-01-13,10584,1499,1,0,0,0,7.060707138
85,6,2013-01-12,5198,716,1,0,0,0,7.259776536
85,5,2013-01-11,7132,994,1,1,0,0,7.175050302
85,4,2013-01-10,7434,946,1,1,0,0,7.858350951
85,3,2013-01-09,6523,891,1,1,0,0,7.320987654
85,2,2013-01-08,7300,914,1,1,0,0,7.986870897
85,1,2013-01-07,8990,1119,1,1,0,0,8.033958892
85,7,2013-01-06,10509,1509,1,0,0,0,6.964214712
85,6,2013-01-05,5774,772,1,0,0,0,7.479274611
85,5,2013-01-04,5339,805,1,0,0,1,6.632298137
85,4,2013-01-03,5246,820,1,0,0,1,6.397560976
85,3,2013-01-02,6069,914,1,0,0,1,6.640043764
85,2,2013-01-01,4220,619,1,0,a,1,6.817447496
